,date_mutation,year_mutation,nature_mutation,valeur_fonciere,numero_voie,suffixe_numero,type_voie,code_voie,voie,code_postal,commune,section,numero_plan,numero_volume,nombre_lots,code_type_local,type_local,identifiant_local,surface_relle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain,unique
11354,2019-09-18,2019,Vente,"480000,00",20.0,,RUE,2897,DES SORBIERS,33260.0,LA TESTE-DE-BUCH,GD,141,,0,1.0,Maison,,115.0,6.0,S,,499.0,"2019-09-18 480000,00"
11355,2019-09-18,2019,Vente,"150000,00",5.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,475,,0,1.0,Maison,,100.0,5.0,S,,1343.0,"2019-09-18 150000,00"
11426,2019-09-19,2019,Vente,"150000,00",39.0,,ALL,2534,DES PLATANES,33260.0,LA TESTE-DE-BUCH,CR,1274,,0,,,,,,S,,259.0,"2019-09-19 150000,00"
11462,2019-09-20,2019,Vente,"110000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,2.0,Appartement,,42.0,2.0,,,,"2019-09-20 110000,00"
11625,2019-09-23,2019,Vente,"361000,00",23.0,,ALL,0654,DES CHARMES,33260.0,LA TESTE-DE-BUCH,GV,59,,0,4.0,Local industriel. commercial ou assimilé,,20.0,0.0,S,,447.0,"2019-09-23 361000,00"
11623,2019-09-23,2019,Vente,"265000,00",66.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,236,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-09-23 265000,00"
11622,2019-09-23,2019,Vente,"200000,00",6.0,,RUE,2350,PAUL DAUSSY,33260.0,LA TESTE-DE-BUCH,FX,500,,0,1.0,Maison,,60.0,4.0,S,,400.0,"2019-09-23 200000,00"
11621,2019-09-23,2019,Vente en l'état futur d'achèvement,"192000,00",1.0,A,RUE,1980,MAY SUR ORNE,33260.0,LA TESTE-DE-BUCH,FS,90,,1,,,,,,,,,"2019-09-23 192000,00"
11620,2019-09-23,2019,Vente,"113000,00",50.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,178,,1,2.0,Appartement,,40.0,2.0,,,,"2019-09-23 113000,00"
11628,2019-09-23,2019,Vente,"1250000,00",26.0,,AV,2510,DE LA PLAGE PYLA,33115.0,LA TESTE-DE-BUCH,BR,11,,0,1.0,Maison,,112.0,4.0,S,,648.0,"2019-09-23 1250000,00"
11627,2019-09-23,2019,Vente,"396500,00",40.0,,RUE,2665,DU PROF PAUL LANGEVIN,33260.0,LA TESTE-DE-BUCH,FW,110,,0,1.0,Maison,,99.0,5.0,S,,296.0,"2019-09-23 396500,00"
11677,2019-09-24,2019,Vente,"14900,00",,,,B062,BOY,33260.0,LA TESTE-DE-BUCH,CM,80,,0,,,,,,BR,PIN,19521.0,"2019-09-24 14900,00"
11679,2019-09-24,2019,Vente,"1500000,00",25.0,,CTRE,A007,COMMERCIAL CAP OCEAN,33260.0,LA TESTE-DE-BUCH,FE,80,,0,4.0,Local industriel. commercial ou assimilé,,1108.0,0.0,S,,3774.0,"2019-09-24 1500000,00"
11680,2019-09-24,2019,Vente,"330000,00",10.0,,RUE,1863,DES MAGNOLIAS,33260.0,LA TESTE-DE-BUCH,FW,190,,0,1.0,Maison,,72.0,2.0,S,,586.0,"2019-09-24 330000,00"
11730,2019-09-25,2019,Vente en l'état futur d'achèvement,"280000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,,"2019-09-25 280000,00"
11733,2019-09-25,2019,Vente,"300000,00",4.0,,ALL,2639,DES PRES SAINT VINCENT,33260.0,LA TESTE-DE-BUCH,FN,261,,0,1.0,Maison,,56.0,3.0,S,,618.0,"2019-09-25 300000,00"
11726,2019-09-25,2019,Vente,"690000,00",35.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,54,,0,1.0,Maison,,101.0,5.0,AG,,569.0,"2019-09-25 690000,00"
11728,2019-09-25,2019,Vente,"54000,00",20.0,,RUE,0030,DE L AIGUILLON,33260.0,LA TESTE-DE-BUCH,FH,54,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-09-25 54000,00"
11822,2019-09-26,2019,Vente,"172000,00",53.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,502,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-09-26 172000,00"
11821,2019-09-26,2019,Vente,"1230000,00",3.0,,AV,1250,DES GEMMEURS PYLA,33115.0,LA TESTE-DE-BUCH,BX,113,,0,1.0,Maison,,85.0,5.0,S,,10.0,"2019-09-26 1230000,00"
11828,2019-09-26,2019,Vente,"200000,00",11.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,118,,0,1.0,Maison,,80.0,3.0,S,,171.0,"2019-09-26 200000,00"
11825,2019-09-26,2019,Vente,"450000,00",2.0,,ALL,1509,HENRIETTE LABARSOUQUE,33260.0,LA TESTE-DE-BUCH,GH,43,,0,1.0,Maison,,103.0,4.0,S,,640.0,"2019-09-26 450000,00"
11823,2019-09-26,2019,Vente,"303200,00",22.0,,RUE,0075,ALEXANDER FLEMING,33260.0,LA TESTE-DE-BUCH,GH,169,,0,1.0,Maison,,84.0,4.0,S,,271.0,"2019-09-26 303200,00"
11875,2019-09-27,2019,Vente,"134000,00",11.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,790,,1,2.0,Appartement,,31.0,2.0,,,,"2019-09-27 134000,00"
11880,2019-09-27,2019,Vente,"315700,00",77.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,430,,0,1.0,Maison,,95.0,4.0,S,,550.0,"2019-09-27 315700,00"
11870,2019-09-27,2019,Vente,"2270840,00",7.0,,AV,1830,DES LINOTS PYLA,33115.0,LA TESTE-DE-BUCH,BV,305,,0,1.0,Maison,,235.0,6.0,AG,,430.0,"2019-09-27 2270840,00"
11876,2019-09-27,2019,Vente,"480500,00",1.0,,ALL,3650,DES CORDIERS,33260.0,LA TESTE-DE-BUCH,FN,571,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-09-27 480500,00"
11872,2019-09-27,2019,Vente,"725695,00",38.0,,ALL,0359,DU SOUS BOIS CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,352,,0,1.0,Maison,,166.0,4.0,AG,,700.0,"2019-09-27 725695,00"
11873,2019-09-27,2019,Vente,"414000,00",11.0,,RUE,2388,PEYRET POQUE,33260.0,LA TESTE-DE-BUCH,FL,21,,0,1.0,Maison,,98.0,4.0,S,,787.0,"2019-09-27 414000,00"
11879,2019-09-27,2019,Vente en l'état futur d'achèvement,"470000,00",,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,152,,1,,,,,,,,,"2019-09-27 470000,00"
12044,2019-09-30,2019,Vente,"240000,00",31.0,D,RUE,1650,JEAN LAVIGNE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,1265,,0,1.0,Maison,,55.0,3.0,S,,716.0,"2019-09-30 240000,00"
12043,2019-09-30,2019,Vente en l'état futur d'achèvement,"429000,00",16.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,,"2019-09-30 429000,00"
12049,2019-09-30,2019,Vente,"288000,00",7.0,,RUE,0705,CLEMENT ADER,33260.0,LA TESTE-DE-BUCH,FS,345,,0,1.0,Maison,,70.0,5.0,S,,189.0,"2019-09-30 288000,00"
12042,2019-09-30,2019,Vente,"510000,00",16.0,,IMP,0592,CAPITAINE LOUIS DU CHEYRON,33260.0,LA TESTE-DE-BUCH,FM,353,,0,,,,,,AG,,88.0,"2019-09-30 510000,00"
12048,2019-09-30,2019,Vente,"6000,00",1.0,,RUE,2533,DES PLATANES,33260.0,LA TESTE-DE-BUCH,FN,325,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-09-30 6000,00"
10876,2019-10-01,2019,Vente,"190000,00",17.0,,RUE,0521,DE LA CALANDRELLE,33260.0,LA TESTE-DE-BUCH,GO,46,,0,1.0,Maison,,49.0,2.0,S,,653.0,"2019-10-01 190000,00"
10877,2019-10-01,2019,Vente,"295000,00",12.0,A,RUE,2730,RAYMOND SANCHEZ CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1289,,0,1.0,Maison,,75.0,3.0,S,,410.0,"2019-10-01 295000,00"
10880,2019-10-01,2019,Vente en l'état futur d'achèvement,"950000,00",92.0,,LOT,A455,L ERMITAGE,33115.0,LA TESTE-DE-BUCH,DC,246,,0,,,,,,AB,,802.0,"2019-10-01 950000,00"
10882,2019-10-01,2019,Vente en l'état futur d'achèvement,"325000,00",,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,439,,0,,,,,,AB,,12.0,"2019-10-01 325000,00"
10887,2019-10-04,2019,Vente en l'état futur d'achèvement,"199000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,,"2019-10-04 199000,00"
10889,2019-10-04,2019,Vente,"820000,00",22.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BS,227,,1,1.0,Maison,,116.0,5.0,,,,"2019-10-04 820000,00"
10886,2019-10-04,2019,Vente,"740000,00",32.0,,AV,1140,DE LA FORET PYLA,33115.0,LA TESTE-DE-BUCH,CD,69,,0,1.0,Maison,,92.0,4.0,S,,649.0,"2019-10-04 740000,00"
10891,2019-10-05,2019,Vente,"297050,00",30.0,,ALL,0654,DES CHARMES,33260.0,LA TESTE-DE-BUCH,GV,52,,0,1.0,Maison,,93.0,4.0,S,,654.0,"2019-10-05 297050,00"
10892,2019-10-05,2019,Vente,"235000,00",62.0,,BD,0213,D ARCACHON,33260.0,LA TESTE-DE-BUCH,FB,119,,0,1.0,Maison,,80.0,3.0,S,,597.0,"2019-10-05 235000,00"
10893,2019-10-05,2019,Vente,"308200,00",4.0,,ALL,1581,DU HOUX,33260.0,LA TESTE-DE-BUCH,GV,90,,0,1.0,Maison,,80.0,4.0,S,,417.0,"2019-10-05 308200,00"
10894,2019-10-05,2019,Vente,"70000,00",140.0,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,HA,793,,0,,,,,,S,,62.0,"2019-10-05 70000,00"
10895,2019-10-05,2019,Vente,"495192,00",78.0,,BD,0213,D ARCACHON,33260.0,LA TESTE-DE-BUCH,FB,110,,0,1.0,Maison,,53.0,3.0,S,,563.0,"2019-10-05 495192,00"
10890,2019-10-05,2019,Vente,"340000,00",3.0,,AV,2422,DE LA PINEDE DE CONTEAU,33260.0,LA TESTE-DE-BUCH,FW,245,,0,1.0,Maison,,94.0,3.0,S,,598.0,"2019-10-05 340000,00"
10896,2019-10-06,2019,Vente,"710000,00",31.0,,RUE,1881,DE MAPOUCHET,33260.0,LA TESTE-DE-BUCH,GT,159,,0,1.0,Maison,,154.0,5.0,S,,676.0,"2019-10-06 710000,00"
10897,2019-10-06,2019,Vente,"220000,00",208.0,,RUE,1170,FRANCON,33260.0,LA TESTE-DE-BUCH,GB,130,,0,1.0,Maison,,61.0,3.0,S,,87.0,"2019-10-06 220000,00"
10900,2019-10-07,2019,Vente,"318000,00",2.0,,ALL,2267,DES ORMES,33260.0,LA TESTE-DE-BUCH,GV,140,,1,1.0,Maison,,69.0,4.0,,,,"2019-10-07 318000,00"
10901,2019-10-07,2019,Vente,"322500,00",15.0,,RUE,1335,GEORGES MADON,33260.0,LA TESTE-DE-BUCH,FS,366,,0,1.0,Maison,,74.0,5.0,S,,273.0,"2019-10-07 322500,00"
10902,2019-10-07,2019,Vente,"500000,00",61.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FF,107,,0,1.0,Maison,,131.0,5.0,S,,801.0,"2019-10-07 500000,00"
10904,2019-10-07,2019,Vente,"2350000,00",106.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BS,264,,0,1.0,Maison,,200.0,6.0,S,,295.0,"2019-10-07 2350000,00"
10907,2019-10-07,2019,Vente,"200500,00",17.0,,RUE,1650,JEAN LAVIGNE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,1355,,0,,,,,,S,,649.0,"2019-10-07 200500,00"
10903,2019-10-07,2019,Vente,"157000,00",53.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,502,,1,2.0,Appartement,,43.0,2.0,,,,"2019-10-07 157000,00"
10908,2019-10-09,2019,Vente,"450000,00",4.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,433,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-09 450000,00"
10911,2019-10-09,2019,Vente,"380000,00",9.0,,RUE,2881,DES SEQUOIAS,33260.0,LA TESTE-DE-BUCH,GG,24,,0,1.0,Maison,,110.0,4.0,S,,574.0,"2019-10-09 380000,00"
10913,2019-10-10,2019,Vente,"1975000,00",27.0,,AV,0910,DES DUNES PYLA,33115.0,LA TESTE-DE-BUCH,CD,476,,0,,,,,,T,,71.0,"2019-10-10 1975000,00"
10914,2019-10-10,2019,Vente en l'état futur d'achèvement,"210000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,,"2019-10-10 210000,00"
10920,2019-10-10,2019,Vente,"367250,00",15.0,B,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,189,,0,1.0,Maison,,65.0,2.0,S,,1490.0,"2019-10-10 367250,00"
10912,2019-10-10,2019,Vente en l'état futur d'achèvement,"211000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,,"2019-10-10 211000,00"
10925,2019-10-12,2019,Vente en l'état futur d'achèvement,"264000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,,"2019-10-12 264000,00"
10929,2019-10-12,2019,Vente,"308200,00",39.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,267,,0,2.0,Appartement,,72.0,3.0,S,,301.0,"2019-10-12 308200,00"
10924,2019-10-12,2019,Vente,"495000,00",15.0,,RUE,2695,DU QUATORZE JUILLET,33260.0,LA TESTE-DE-BUCH,FY,129,,0,1.0,Maison,,36.0,3.0,S,,488.0,"2019-10-12 495000,00"
10922,2019-10-12,2019,Vente,"310000,00",22.0,,RUE,0521,DE LA CALANDRELLE,33260.0,LA TESTE-DE-BUCH,GO,64,,0,1.0,Maison,,65.0,3.0,S,,551.0,"2019-10-12 310000,00"
10921,2019-10-12,2019,Vente,"400000,00",4.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,433,,1,2.0,Appartement,,83.0,4.0,,,,"2019-10-12 400000,00"
10931,2019-10-12,2019,Vente,"780000,00",960.0,,AV,1074,DE L EUROPE,33260.0,LA TESTE-DE-BUCH,GZ,80,,4,4.0,Local industriel. commercial ou assimilé,,2539.0,0.0,,,,"2019-10-12 780000,00"
11128,2019-10-14,2019,Vente,"2620000,00",8.0,,AV,2889,DU SIMOUN PYLA,33115.0,LA TESTE-DE-BUCH,BT,276,,0,1.0,Maison,,135.0,5.0,AG,,543.0,"2019-10-14 2620000,00"
11125,2019-10-14,2019,Vente en l'état futur d'achèvement,"212000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,,"2019-10-14 212000,00"
11123,2019-10-14,2019,Vente,"406000,00",5.0,,,A954,PETIT AIRIAL CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,1088,,0,1.0,Maison,,102.0,4.0,S,,974.0,"2019-10-14 406000,00"
11130,2019-10-14,2019,Vente,"330000,00",62.0,,RUE,0598,CAPTAL FRANCOIS DE RUAT,33260.0,LA TESTE-DE-BUCH,GN,44,,0,1.0,Maison,,78.0,4.0,S,,701.0,"2019-10-14 330000,00"
11129,2019-10-14,2019,Vente,"430000,00",11.0,B,RUE,0070,ALEXANDRE LHERMITE,33260.0,LA TESTE-DE-BUCH,FR,300,,0,1.0,Maison,,112.0,4.0,S,,243.0,"2019-10-14 430000,00"
11121,2019-10-14,2019,Vente en l'état futur d'achèvement,"299000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,,"2019-10-14 299000,00"
11122,2019-10-14,2019,Vente,"260000,00",84.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GL,218,,0,1.0,Maison,,77.0,5.0,S,,457.0,"2019-10-14 260000,00"
11177,2019-10-15,2019,Vente,"1100000,00",701.0,,BD,1587,DE L INDUSTRIE,33260.0,LA TESTE-DE-BUCH,GZ,36,,0,4.0,Local industriel. commercial ou assimilé,,436.0,0.0,S,,4606.0,"2019-10-15 1100000,00"
11176,2019-10-15,2019,Vente,"403000,00",7.0,,RUE,1706,JOSEPH CASTERA CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,325,,0,1.0,Maison,,114.0,4.0,S,,813.0,"2019-10-15 403000,00"
11175,2019-10-15,2019,Vente,"199500,00",47.0,,BD,0832,DE CUREPIPE,33260.0,LA TESTE-DE-BUCH,FS,581,,0,,,,,,AB,,477.0,"2019-10-15 199500,00"
11174,2019-10-15,2019,Vente,"371500,00",11.0,,IMP,1964,LES MATOLLES,33260.0,LA TESTE-DE-BUCH,GM,648,,0,1.0,Maison,,90.0,4.0,S,,553.0,"2019-10-15 371500,00"
11173,2019-10-15,2019,Vente,"660000,00",95.0,,RUE,1675,JEAN SAINT MARC,33260.0,LA TESTE-DE-BUCH,FV,60,,0,1.0,Maison,,173.0,8.0,S,,1273.0,"2019-10-15 660000,00"
11225,2019-10-16,2019,Vente,"312000,00",24.0,,RUE,1910,DU MAL FOCH,33260.0,LA TESTE-DE-BUCH,FR,105,,0,1.0,Maison,,111.0,4.0,S,,326.0,"2019-10-16 312000,00"
11229,2019-10-16,2019,Vente,"400000,00",40.0,,BD,2415,PIERRE LOTI,33260.0,LA TESTE-DE-BUCH,FH,85,,1,2.0,Appartement,,64.0,2.0,,,,"2019-10-16 400000,00"
11226,2019-10-16,2019,Vente,"485000,00",41.0,,BD,2415,PIERRE LOTI,33260.0,LA TESTE-DE-BUCH,FH,141,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-16 485000,00"
11221,2019-10-16,2019,Vente en l'état futur d'achèvement,"362000,00",13.0,,RUE,0652,CHARLEVOIX DE VILLIERS,33260.0,LA TESTE-DE-BUCH,FP,145,,1,,,,,,,,,"2019-10-16 362000,00"
11220,2019-10-16,2019,Vente en l'état futur d'achèvement,"349000,00",4.0,,RUE,3140,DE LA VICTOIRE,33260.0,LA TESTE-DE-BUCH,GB,248,,1,,,,,,,,,"2019-10-16 349000,00"
11222,2019-10-16,2019,Vente,"202000,00",207.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,58,,1,2.0,Appartement,,37.0,2.0,,,,"2019-10-16 202000,00"
11277,2019-10-17,2019,Vente,"536105,00",25.0,,AV,1501,DU HAMEAU DES BARONS,33260.0,LA TESTE-DE-BUCH,GS,93,,0,1.0,Maison,,103.0,4.0,AG,,689.0,"2019-10-17 536105,00"
11275,2019-10-17,2019,Vente,"3500,00",,,,B333,LE PETIT NICE,33115.0,LA TESTE-DE-BUCH,CI,36,,0,,,,,,S,,20.0,"2019-10-17 3500,00"
11269,2019-10-17,2019,Vente,"164000,00",7.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BP,406,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-17 164000,00"
11273,2019-10-17,2019,Vente,"181500,00",23.0,,RUE,2550,DES POILUS,33260.0,LA TESTE-DE-BUCH,FY,472,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-17 181500,00"
11280,2019-10-17,2019,Vente,"5500,00",66.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,236,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-17 5500,00"
11274,2019-10-17,2019,Vente,"340000,00",16.0,,RUE,0651,CHARLES NUNGESSER,33260.0,LA TESTE-DE-BUCH,FS,338,,0,1.0,Maison,,80.0,5.0,S,,384.0,"2019-10-17 340000,00"
11270,2019-10-17,2019,Vente en l'état futur d'achèvement,"349730,00",,,,B044,LE BECQUET,33260.0,LA TESTE-DE-BUCH,AY,676,,0,,,,,,L,,274.0,"2019-10-17 349730,00"
11358,2019-10-18,2019,Vente,"300000,00",24.0,,ALL,2581,PONTUS DE THIARD,33260.0,LA TESTE-DE-BUCH,GY,132,,0,1.0,Maison,,92.0,4.0,S,,218.0,"2019-10-18 300000,00"
11360,2019-10-18,2019,Vente en l'état futur d'achèvement,"211000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,,"2019-10-18 211000,00"
11362,2019-10-18,2019,Vente,"370000,00",22.0,,RUE,1579,ICARE,33260.0,LA TESTE-DE-BUCH,GL,157,,0,1.0,Maison,,84.0,5.0,S,,804.0,"2019-10-18 370000,00"
11356,2019-10-18,2019,Vente,"158000,00",21.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,316,,1,2.0,Appartement,,71.0,3.0,,,,"2019-10-18 158000,00"
11535,2019-10-21,2019,Vente,"175000,00",26.0,,ALL,2637,LES PRES SAINT JEAN,33260.0,LA TESTE-DE-BUCH,GK,129,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-21 175000,00"
11536,2019-10-21,2019,Vente,"600000,00",7.0,,RUE,1017,DES EIDERS,33260.0,LA TESTE-DE-BUCH,FI,127,,0,1.0,Maison,,108.0,4.0,S,,500.0,"2019-10-21 600000,00"
11538,2019-10-21,2019,Vente,"998000,00",1501.0,,BD,1587,DE L INDUSTRIE,33260.0,LA TESTE-DE-BUCH,HA,18,,0,4.0,Local industriel. commercial ou assimilé,,514.0,0.0,S,,4298.0,"2019-10-21 998000,00"
11530,2019-10-21,2019,Vente,"250000,00",,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FS,580,,0,,,,,,AG,,545.0,"2019-10-21 250000,00"
11532,2019-10-21,2019,Vente,"441150,00",4.0,,RUE,0221,DES ASPHODELES,33260.0,LA TESTE-DE-BUCH,FZ,199,,1,3.0,Dépendance,,0.0,0.0,,,,"2019-10-21 441150,00"
11634,2019-10-23,2019,Vente,"739500,00",24.0,,CHE,1075,DES FACTEURS,33260.0,LA TESTE-DE-BUCH,GB,404,,0,1.0,Maison,,142.0,4.0,S,,500.0,"2019-10-23 739500,00"
11631,2019-10-23,2019,Vente,"900000,00",11.0,,AV,0500,DES BRUYERES PYLA,33115.0,LA TESTE-DE-BUCH,BP,313,,0,,,,,,S,,28.0,"2019-10-23 900000,00"
11632,2019-10-23,2019,Vente en l'état futur d'achèvement,"358000,00",2.0,,ALL,0358,DU BOIS DE ROME,33260.0,LA TESTE-DE-BUCH,FP,62,,1,,,,,,,,,"2019-10-23 358000,00"
11633,2019-10-23,2019,Vente,"270000,00",19.0,,RUE,2757,ROBERT SURCOUF,33260.0,LA TESTE-DE-BUCH,FN,180,,0,1.0,Maison,,73.0,4.0,S,,721.0,"2019-10-23 270000,00"
11682,2019-10-24,2019,Vente,"335000,00",,,,B104,CASTERA,33260.0,LA TESTE-DE-BUCH,CR,741,,0,,,,,,L,SABLE,243.0,"2019-10-24 335000,00"
11681,2019-10-24,2019,Vente,"350000,00",79.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,192,,0,1.0,Maison,,75.0,3.0,S,,703.0,"2019-10-24 350000,00"
11734,2019-10-25,2019,Vente,"295000,00",2.0,,RUE,0600,DU CAPTALAT,33260.0,LA TESTE-DE-BUCH,FX,58,,0,,,,,,S,,53.0,"2019-10-25 295000,00"
11746,2019-10-25,2019,Vente,"390000,00",11.0,,RUE,0652,CHARLEVOIX DE VILLIERS,33260.0,LA TESTE-DE-BUCH,FP,143,,1,2.0,Appartement,,102.0,4.0,,,,"2019-10-25 390000,00"
11737,2019-10-25,2019,Vente,"279150,00",,,,B113,CAZAUX SUD,33260.0,LA TESTE-DE-BUCH,CW,278,,0,,,,,,S,,406.0,"2019-10-25 279150,00"
11740,2019-10-25,2019,Vente,"700000,00",18.0,B,CHE,2418,DES PIGUES,33260.0,LA TESTE-DE-BUCH,GD,264,,0,1.0,Maison,,152.0,5.0,S,,983.0,"2019-10-25 700000,00"
11741,2019-10-25,2019,Vente,"440000,00",72.0,,BD,0213,D ARCACHON,33260.0,LA TESTE-DE-BUCH,FB,114,,0,1.0,Maison,,88.0,5.0,S,,568.0,"2019-10-25 440000,00"
11742,2019-10-25,2019,Vente,"260000,00",33.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,471,,0,1.0,Maison,,96.0,4.0,S,,576.0,"2019-10-25 260000,00"
11743,2019-10-25,2019,Vente,"210000,00",25.0,,RUE,1170,FRANCON,33260.0,LA TESTE-DE-BUCH,GB,17,,1,2.0,Appartement,,64.0,3.0,,,,"2019-10-25 210000,00"
11747,2019-10-25,2019,Vente,"264000,00",158.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,344,,0,1.0,Maison,,33.0,4.0,S,,323.0,"2019-10-25 264000,00"
11735,2019-10-25,2019,Vente en l'état futur d'achèvement,"215000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,,"2019-10-25 215000,00"
11948,2019-10-28,2019,Vente en l'état futur d'achèvement,"210000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,,"2019-10-28 210000,00"
11947,2019-10-28,2019,Vente,"255000,00",4.0,,RUE,0582,DE LA CAONE CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,555,,0,1.0,Maison,,53.0,2.0,S,,464.0,"2019-10-28 255000,00"
11946,2019-10-28,2019,Vente,"450525,00",10.0,,RUE,1962,MARTIN SAUGERES CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,374,,0,1.0,Maison,,122.0,4.0,S,,916.0,"2019-10-28 450525,00"
11945,2019-10-28,2019,Vente,"294000,00",1.0,A,,B087,CAMICAS,33260.0,LA TESTE-DE-BUCH,FG,27,,1,2.0,Appartement,,85.0,3.0,,,,"2019-10-28 294000,00"
12002,2019-10-29,2019,Vente,"768000,00",143.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BT,59,,0,1.0,Maison,,55.0,3.0,S,,94.0,"2019-10-29 768000,00"
12003,2019-10-29,2019,Vente,"1770000,00",29.0,,AV,1060,ESKUALDUNA PYLA,33115.0,LA TESTE-DE-BUCH,CD,48,,0,1.0,Maison,,146.0,6.0,S,,599.0,"2019-10-29 1770000,00"
12051,2019-10-30,2019,Vente,"420000,00",2.0,,RUE,2407,PIERRE DIGNAC,33260.0,LA TESTE-DE-BUCH,FR,600,,0,1.0,Maison,,104.0,4.0,S,,189.0,"2019-10-30 420000,00"
12053,2019-10-30,2019,Vente,"4700000,00",6.0,,LOT,A059,LE PARC DES BRISANTS,33115.0,LA TESTE-DE-BUCH,BX,283,,0,1.0,Maison,,267.0,8.0,AG,,1172.0,"2019-10-30 4700000,00"
