,date_mutation,year_mutation,nature_mutation,valeur_fonciere,numero_voie,suffixe_numero,type_voie,code_voie,voie,code_postal,commune,section,numero_plan,numero_volume,nombre_lots,code_type_local,type_local,identifiant_local,surface_relle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain,unique
8517,2014-01-03,2014,Vente,95000.0,,,RUE,2049,MICHEL LABARTHE,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,2.0,Appartement,,62.0,3.0,,,,2014-01-03 95000.0
7816,2014-01-03,2014,Vente,82000.0,13.0,B,RUE,1480,GUYNEMER,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0036,,0,1.0,Maison,,80.0,4.0,S,,678.0,2014-01-03 82000.0
6029,2014-01-06,2014,Vente,200000.0,21.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0736,,0,,,,,,AG,,280.0,2014-01-06 200000.0
1300,2014-01-06,2014,Vente,157000.0,9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0978,,1,1.0,Maison,,84.0,4.0,,,,2014-01-06 157000.0
1252,2014-01-08,2014,Vente,246000.0,11.0,,ALL,2751,DES REINETTES CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0565,,0,1.0,Maison,,89.0,4.0,S,,840.0,2014-01-08 246000.0
9297,2014-01-08,2014,Vente,245000.0,78.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0154,,1,3.0,Dépendance,,0.0,0.0,,,,2014-01-08 245000.0
3676,2014-01-09,2014,Adjudication,182000.0,9.0,,RUE,0880,DU DOCTEUR SEMIAC,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0375,,0,1.0,Maison,,133.0,4.0,S,,623.0,2014-01-09 182000.0
5936,2014-01-09,2014,Vente en l'état futur d'achèvement,259866.21,,,,,,,LA TESTE DE BUCH,FY,33529000FY0525,,1,,,,,,,,,2014-01-09 259866.21
546,2014-01-10,2014,Vente,330000.0,50.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0426,,0,1.0,Maison,,40.0,3.0,S,,344.0,2014-01-10 330000.0
1932,2014-01-10,2014,Vente,111800.0,,,,B113,CAZAUX SUD,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0229,,0,,,,,,L,,540.0,2014-01-10 111800.0
1103,2014-01-10,2014,Vente,750000.0,,,,B094,CAP DU MONT DE HAUT,33260.0,LA TESTE-DE-BUCH,CN,33529000CN0012,,0,,,,,,AB,,20644.0,2014-01-10 750000.0
4380,2014-01-10,2014,Vente,89000.0,24.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0892,,0,1.0,Maison,,96.0,4.0,S,,204.0,2014-01-10 89000.0
6017,2014-01-13,2014,Vente,207800.0,2.0,B,RUE,1170,FRANCON,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0697,,0,1.0,Maison,,60.0,2.0,S,,524.0,2014-01-13 207800.0
10249,2014-01-14,2014,Vente,227240.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0633,,0,,,,,,AB,,3832.0,2014-01-14 227240.0
4785,2014-01-15,2014,Vente,150000.0,72.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0392,,0,,,,,,AB,,597.0,2014-01-15 150000.0
5519,2014-01-15,2014,Vente,202300.0,10.0,,RUE,0655,DES CHASSEURS,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0042,,1,2.0,Appartement,,65.0,3.0,,,,2014-01-15 202300.0
2064,2014-01-15,2014,Vente,485200.0,9.0,,AV,0942,DES ECUREUILS LE PYLA,33115.0,LA TESTE-DE-BUCH,FB,33529000FB0072,,0,1.0,Maison,,103.0,5.0,S,,624.0,2014-01-15 485200.0
1893,2014-01-17,2014,Vente,30000.0,58.0,,RUE,1479,GUYNEMER CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0092,,1,2.0,Appartement,,16.0,1.0,,,,2014-01-17 30000.0
1521,2014-01-20,2014,Vente,247000.0,35.0,,RUE,1310,DU MAL LECLERC CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,33529000CS0260,,0,,,,,,E,CANAL,49.0,2014-01-20 247000.0
500,2014-01-20,2014,Vente,620000.0,22.0,,,1232,GARDE-FEU DU JUGE LE PYLA,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0114,,0,1.0,Maison,,70.0,4.0,S,,300.0,2014-01-20 620000.0
4186,2014-01-21,2014,Vente en l'état futur d'achèvement,6020.06,3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0612,,1,3.0,Dépendance,,0.0,0.0,,,,2014-01-21 6020.06
4139,2014-01-21,2014,Vente,148494.98,1.0,B,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0603,,1,2.0,Appartement,,41.0,2.0,,,,2014-01-21 148494.98
1435,2014-01-21,2014,Vente,100000.0,9.0,,RUE,1650,JEAN LAVIGNE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR1212,,0,,,,,,T,,609.0,2014-01-21 100000.0
4188,2014-01-22,2014,Vente en l'état futur d'achèvement,5016.72,3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0612,,1,3.0,Dépendance,,0.0,0.0,,,,2014-01-22 5016.72
4140,2014-01-22,2014,Vente en l'état futur d'achèvement,154515.05,1.0,B,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0603,,1,2.0,Appartement,,41.0,2.0,,,,2014-01-22 154515.05
6030,2014-01-24,2014,Vente,150000.0,21.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0736,,0,,,,,,AG,,280.0,2014-01-24 150000.0
4025,2014-01-24,2014,Vente,90000.0,30.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0534,,1,2.0,Appartement,,67.0,3.0,,,,2014-01-24 90000.0
4081,2014-01-24,2014,Vente,22600.0,16.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0589,,1,3.0,Dépendance,,0.0,0.0,,,,2014-01-24 22600.0
619,2014-01-27,2014,Vente,1286650.0,9.0,,SQ,2106,DU MISTRAL LE PYLA,33115.0,LA TESTE-DE-BUCH,BT,33529000BT0251,,0,1.0,Maison,,196.0,6.0,S,,500.0,2014-01-27 1286650.0
8519,2014-01-29,2014,Vente,107000.0,,,RES,A020,DU CDT MARZAC,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,3.0,Dépendance,,0.0,0.0,,,,2014-01-29 107000.0
4714,2014-01-30,2014,Vente,380000.0,6.0,,ALL,1595,JEAN BOUIN,33260.0,LA TESTE-DE-BUCH,FV,33529000FV0111,,0,1.0,Maison,,110.0,5.0,S,,783.0,2014-01-30 380000.0
468,2014-01-30,2014,Vente,810000.0,10.0,,AV,0520,DES CAMELIAS PYLA,33115.0,LA TESTE-DE-BUCH,BR,33529000BR0352,,0,1.0,Maison,,122.0,5.0,AG,,402.0,2014-01-30 810000.0
2247,2014-01-30,2014,Adjudication,358000.0,10.0,,CHE,2142,DU MOULLEAU,33260.0,LA TESTE-DE-BUCH,FF,33529000FF0056,,0,1.0,Maison,,138.0,5.0,S,,1247.0,2014-01-30 358000.0
3571,2014-01-30,2014,Vente en l'état futur d'achèvement,300000.0,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,3.0,Dépendance,,0.0,0.0,,,,2014-01-30 300000.0
9856,2014-01-30,2014,Vente,162500.0,48.0,,RUE,2864,DE SECARY,33260.0,LA TESTE-DE-BUCH,GW,33529000GW0247,,0,,,,,,AG,,644.0,2014-01-30 162500.0
9600,2014-01-31,2014,Vente,101000.0,16.0,,RUE,2075,DE LA MIGREQUE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0784,,0,,,,,,S,,35.0,2014-01-31 101000.0
10213,2014-01-31,2014,Vente,181008.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0610,,0,,,,,,AB,,2511.0,2014-01-31 181008.0
9595,2014-01-31,2014,Vente,221074.0,,,,B336,LA PEYLE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0768,,0,,,,,,AB,,263.0,2014-01-31 221074.0
9981,2014-01-31,2014,Vente,217000.0,14.0,,SQ,2416,PIERRE RONSARD,33260.0,LA TESTE-DE-BUCH,GY,33529000GY0206,,0,1.0,Maison,,105.0,5.0,S,,576.0,2014-01-31 217000.0
4091,2014-02-03,2014,Vente,246000.0,4.0,,PL,1620,JEAN HAMEAU,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0597,,1,3.0,Dépendance,,0.0,0.0,,,,2014-02-03 246000.0
9649,2014-02-04,2014,Vente,0.0,59.0,B,RUE,2290,DE L OUSTALET,33260.0,LA TESTE-DE-BUCH,GN,33529000GN0188,,0,1.0,Maison,,91.0,4.0,,,,2014-02-04 0.0
1301,2014-02-04,2014,Vente,165000.0,9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0978,,1,1.0,Maison,,84.0,4.0,,,,2014-02-04 165000.0
8188,2014-02-05,2014,Vente,151300.0,8.0,,RUE,0820,DU COUTOUM,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0292,,1,2.0,Appartement,,44.0,2.0,,,,2014-02-05 151300.0
8521,2014-02-05,2014,Vente,107400.0,,,RUE,2049,MICHEL LABARTHE,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,2.0,Appartement,,73.0,4.0,,,,2014-02-05 107400.0
10202,2014-02-05,2014,Vente,101000.0,194.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0339,,0,,,,,,S,,271.0,2014-02-05 101000.0
3136,2014-02-06,2014,Vente,175000.0,4.0,,RUE,1520,HENRI ORNON,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0283,,0,1.0,Maison,,122.0,4.0,S,,645.0,2014-02-06 175000.0
10136,2014-02-07,2014,Vente,290000.0,401.0,,AV,0849,DENIS PAPIN,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0113,,0,4.0,Local industriel. commercial ou assimilé,,900.0,0.0,S,,2608.0,2014-02-07 290000.0
9285,2014-02-07,2014,Vente,406000.0,18.0,,RUE,1603,JEAN LESTAGE,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0076,,0,1.0,Maison,,130.0,5.0,S,,1003.0,2014-02-07 406000.0
3534,2014-02-07,2014,Vente,128000.0,32.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0191,,1,2.0,Appartement,,61.0,3.0,,,,2014-02-07 128000.0
3080,2014-02-10,2014,Vente,330000.0,1.0,,RUE,3220,DE L YSER,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0083,,0,1.0,Maison,,88.0,3.0,S,,414.0,2014-02-10 330000.0
7893,2014-02-10,2014,Vente,272000.0,39.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0433,,0,1.0,Maison,,70.0,2.0,S,,265.0,2014-02-10 272000.0
4719,2014-02-10,2014,Vente,405000.0,46.0,,RUE,1675,JEAN SAINT MARC,33260.0,LA TESTE-DE-BUCH,FV,33529000FV0129,,0,1.0,Maison,,154.0,6.0,S,,805.0,2014-02-10 405000.0
10175,2014-02-12,2014,Vente,167950.0,80.0,,DOM,A410,DE LA FORGE,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0232,,0,1.0,Maison,,34.0,2.0,S,,324.0,2014-02-12 167950.0
4725,2014-02-12,2014,Vente,305000.0,26.0,,RUE,2405,PIERRE DE COUBERTIN,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0004,,0,1.0,Maison,,88.0,5.0,S,,1230.0,2014-02-12 305000.0
1624,2014-02-12,2014,Vente,152000.0,28.0,,RUE,2730,RAYMOND SANCHEZ CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,33529000CS1321,,0,1.0,Maison,,80.0,3.0,S,,320.0,2014-02-12 152000.0
2307,2014-02-12,2014,Vente,28000.0,2.0,,CHE,2645,DES PRES TREMBLANTS,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0052,,0,1.0,Maison,,39.0,1.0,S,,500.0,2014-02-12 28000.0
2824,2014-02-12,2014,Vente,123000.0,13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0078,,1,2.0,Appartement,,42.0,2.0,,,,2014-02-12 123000.0
3525,2014-02-13,2014,Vente,100000.0,50.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0178,,1,2.0,Appartement,,40.0,2.0,,,,2014-02-13 100000.0
5172,2014-02-14,2014,Vente,164150.0,22.0,,PL,2990,THIERS,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0432,,1,2.0,Appartement,,68.0,3.0,,,,2014-02-14 164150.0
5942,2014-02-14,2014,Vente en l'état futur d'achèvement,158528.42,,,,,,,LA TESTE DE BUCH,FY,33529000FY0525,,1,,,,,,,,,2014-02-14 158528.42
5939,2014-02-14,2014,Vente en l'état futur d'achèvement,241304.34,,,,,,,LA TESTE DE BUCH,FY,33529000FY0525,,1,,,,,,,,,2014-02-14 241304.34
2549,2014-02-17,2014,Vente,70000.0,36.0,,RUE,1664,JEAN MICHELET,33260.0,LA TESTE-DE-BUCH,FH,33529000FH0109,,0,,,,,,S,,114.0,2014-02-17 70000.0
10179,2014-02-17,2014,Vente,180800.0,93.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0243,,0,1.0,Maison,,60.0,4.0,S,,366.0,2014-02-17 180800.0
5984,2014-02-17,2014,Vente,300000.0,20.0,,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0536,,0,1.0,Maison,,52.0,4.0,AG,,547.0,2014-02-17 300000.0
8597,2014-02-18,2014,Vente,326000.0,49.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0137,,0,1.0,Maison,,82.0,4.0,S,,1195.0,2014-02-18 326000.0
6031,2014-02-18,2014,Vente,150000.0,21.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0736,,0,,,,,,AG,,280.0,2014-02-18 150000.0
1870,2014-02-19,2014,Vente,245750.0,33.0,,RUE,1611,JEAN CASTANDET CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,33529000CV0497,,0,1.0,Maison,,108.0,5.0,S,,500.0,2014-02-19 245750.0
3495,2014-02-20,2014,Vente,125000.0,3.0,,IMP,1519,HENRI ORNON,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0115,,2,1.0,Maison,,80.0,4.0,,,,2014-02-20 125000.0
7748,2014-02-21,2014,Vente,112000.0,5001.0,,RUE,1170,FRANCON,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0017,,1,3.0,Dépendance,,0.0,0.0,,,,2014-02-21 112000.0
4093,2014-02-21,2014,Vente,140000.0,4.0,,PL,1620,JEAN HAMEAU,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0597,,1,2.0,Appartement,,45.0,2.0,,,,2014-02-21 140000.0
3073,2014-02-21,2014,Vente,322500.0,10.0,,RUE,1235,DE LA GAROLE,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0015,,0,1.0,Maison,,122.0,4.0,S,,713.0,2014-02-21 322500.0
8054,2014-02-21,2014,Vente,172000.0,43.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0001,,1,2.0,Appartement,,60.0,3.0,,,,2014-02-21 172000.0
3023,2014-02-24,2014,Echange,41000.0,,,ALL,3650,DES CORDIERS,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0623,,0,,,,,,AB,,111.0,2014-02-24 41000.0
375,2014-02-24,2014,Vente,650000.0,16.0,,AV,0500,DES BRUYERES PYLA,33115.0,LA TESTE-DE-BUCH,BP,33529000BP0174,,0,1.0,Maison,,64.0,3.0,S,,526.0,2014-02-24 650000.0
8425,2014-02-24,2014,Vente,264000.0,14.0,,RUE,0829,DES CYPRES,33260.0,LA TESTE-DE-BUCH,GD,33529000GD0119,,0,1.0,Maison,,93.0,4.0,S,,586.0,2014-02-24 264000.0
4981,2014-02-24,2014,Vente,235600.0,10.0,,RUE,2040,DE METZ,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0310,,0,1.0,Maison,,65.0,3.0,S,,174.0,2014-02-24 235600.0
3574,2014-02-25,2014,Vente en l'état futur d'achèvement,150000.0,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,3.0,Dépendance,,0.0,0.0,,,,2014-02-25 150000.0
1626,2014-02-25,2014,Vente,123000.0,28.0,,RUE,2730,RAYMOND SANCHEZ CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,33529000CS1322,,0,,,,,,S,,300.0,2014-02-25 123000.0
8523,2014-02-25,2014,Vente,127000.0,,,RUE,2049,MICHEL LABARTHE,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,2.0,Appartement,,86.0,5.0,,,,2014-02-25 127000.0
541,2014-02-25,2014,Vente,944895.0,4.0,,,1232,GARDE-FEU DU JUGE LE PYLA,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0357,,1,1.0,Maison,,102.0,4.0,S,,666.0,2014-02-25 944895.0
5275,2014-02-25,2014,Vente,102000.0,2.0,,RUE,2040,DE METZ,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0687,,0,,,,,,S,,61.0,2014-02-25 102000.0
535,2014-02-25,2014,Vente,217000.0,47.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0305,,1,2.0,Appartement,,40.0,2.0,,,,2014-02-25 217000.0
2904,2014-02-25,2014,Vente,15000.0,9001.0,,LOT,A061,LE PUJEAU DU LARGE,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0172,,1,3.0,Dépendance,,0.0,0.0,,,,2014-02-25 15000.0
4278,2014-02-26,2014,Vente,420000.0,1.0,,RUE,0670,DU CHEMIN DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0730,,1,2.0,Appartement,,116.0,4.0,,,,2014-02-26 420000.0
46,2014-02-26,2014,Vente,220000.0,,,,B302,NATUS DE BAS,33260.0,LA TESTE-DE-BUCH,AZ,33529000AZ0037,,0,,,,,,BR,PIN,48700.0,2014-02-26 220000.0
2017,2014-02-26,2014,Vente,610000.0,7.0,,ALL,0830,DE LA CROIX DU SUD PYLA,33115.0,LA TESTE-DE-BUCH,FA,33529000FA0088,,0,1.0,Maison,,116.0,4.0,S,,894.0,2014-02-26 610000.0
8066,2014-02-26,2014,Vente,115000.0,9001.0,,CLOS,A378,DE LA CHENERAIE,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0053,,1,2.0,Appartement,,47.0,2.0,,,,2014-02-26 115000.0
756,2014-02-26,2014,Vente,785000.0,14.0,,SQ,1972,MAURICE RAVEL PYLA,33115.0,LA TESTE-DE-BUCH,BW,33529000BW0326,,0,1.0,Maison,,130.0,4.0,S,,860.0,2014-02-26 785000.0
2953,2014-02-26,2014,Vente,250000.0,4.0,,RUE,2757,ROBERT SURCOUF,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0231,,0,1.0,Maison,,76.0,4.0,S,,262.0,2014-02-26 250000.0
1930,2014-02-26,2014,Vente,123800.0,,,,B113,CAZAUX SUD,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0226,,0,,,,,,L,,590.0,2014-02-26 123800.0
8525,2014-02-26,2014,Vente,124000.0,,,RUE,2049,MICHEL LABARTHE,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,2.0,Appartement,,86.0,5.0,,,,2014-02-26 124000.0
8529,2014-02-26,2014,Vente,191664.0,,,RES,A020,DU CDT MARZAC,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,3.0,Dépendance,,0.0,0.0,,,,2014-02-26 191664.0
318,2014-02-26,2014,Vente,710000.0,,,,B043,BELLEVUE EST,33115.0,LA TESTE-DE-BUCH,BO,33529000BO0072,,0,,,,,,AG,,787.0,2014-02-26 710000.0
5632,2014-02-27,2014,Vente en l'état futur d'achèvement,177591.97,10.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0085,,1,2.0,Appartement,,44.0,2.0,,,,2014-02-27 177591.97
4190,2014-02-27,2014,Vente en l'état futur d'achèvement,176003.34,3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0612,,1,2.0,Appartement,,64.0,3.0,,,,2014-02-27 176003.34
10111,2014-02-27,2014,Vente,135000.0,181.0,,AV,0025,DE L AERODROME,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0027,,0,4.0,Local industriel. commercial ou assimilé,,6710.0,0.0,S,,6876.0,2014-02-27 135000.0
9892,2014-02-27,2014,Vente,222000.0,28.0,,ALL,0644,DES CHANTERELLES,33260.0,LA TESTE-DE-BUCH,GX,33529000GX0033,,0,1.0,Maison,,77.0,5.0,S,,525.0,2014-02-27 222000.0
2009,2014-02-27,2014,Vente,775000.0,1.0,,ALL,0225,DE L AURORE PYLA,33115.0,LA TESTE-DE-BUCH,FA,33529000FA0057,,0,1.0,Maison,,126.0,6.0,AG,,616.0,2014-02-27 775000.0
2256,2014-02-27,2014,Vente,205000.0,61.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FF,33529000FF0107,,0,1.0,Maison,,131.0,5.0,S,,801.0,2014-02-27 205000.0
5630,2014-02-27,2014,Vente en l'état futur d'achèvement,231772.58,10.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0085,,1,3.0,Dépendance,,0.0,0.0,,,,2014-02-27 231772.58
9451,2014-02-27,2014,Vente,244000.0,5.0,,LOT,A959,LE DOMAINE DE LA CHENAIE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0054,,0,1.0,Maison,,83.0,4.0,S,,368.0,2014-02-27 244000.0
544,2014-02-27,2014,Vente,800000.0,20.0,,,1232,GARDE-FEU DU JUGE LE PYLA,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0376,,0,1.0,Maison,,83.0,4.0,S,,491.0,2014-02-27 800000.0
4681,2014-02-27,2014,Vente,215000.0,120.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FT,33529000FT0187,,0,,,,,,AB,,926.0,2014-02-27 215000.0
3923,2014-02-27,2014,Vente,305000.0,7.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0492,,0,1.0,Maison,,36.0,1.0,S,,435.0,2014-02-27 305000.0
8641,2014-02-27,2014,Vente,110000.0,9000.0,,RUE,0075,ALEXANDER FLEMING,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0445,,0,,,,,,S,,9.0,2014-02-27 110000.0
10206,2014-02-28,2014,Vente,166000.0,177.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0350,,0,1.0,Maison,,42.0,4.0,S,,378.0,2014-02-28 166000.0
1707,2014-02-28,2014,Vente,225000.0,,,,B106,CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,33529000CT0428,,0,,,,,,AG,,71.0,2014-02-28 225000.0
4384,2014-02-28,2014,Vente,340000.0,7.0,,IMP,2332,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0896,,0,,,,,,S,,446.0,2014-02-28 340000.0
8527,2014-02-28,2014,Vente,120060.0,,,RUE,2049,MICHEL LABARTHE,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,2.0,Appartement,,86.0,5.0,,,,2014-02-28 120060.0
7903,2014-02-28,2014,Vente,156500.0,51.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0499,,1,2.0,Appartement,,41.0,2.0,,,,2014-02-28 156500.0
7913,2014-02-28,2014,Vente,120000.0,55.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0502,,1,2.0,Appartement,,43.0,2.0,,,,2014-02-28 120000.0
8489,2014-02-28,2014,Vente,647260.0,13.0,,RUE,2763,DES ROMARINS,33260.0,LA TESTE-DE-BUCH,GG,33529000GG0083,,0,1.0,Maison,,113.0,5.0,AG,,658.0,2014-02-28 647260.0
10120,2014-02-28,2014,Vente,15000.0,430.0,,AV,0849,DENIS PAPIN,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0040,,1,4.0,Local industriel. commercial ou assimilé,,16.0,0.0,,,,2014-02-28 15000.0
74,2014-02-28,2014,Vente,400000.0,,,,B286,MONTAGNETTE,33260.0,LA TESTE-DE-BUCH,BE,33529000BE0003,,0,,,,,,BR,PIN,140000.0,2014-02-28 400000.0
10113,2014-02-28,2014,Vente,1.0,430.0,,AV,0849,DENIS PAPIN,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0040,,2,4.0,Local industriel. commercial ou assimilé,,388.0,0.0,,,,2014-02-28 1.0
9896,2014-02-28,2014,Vente,1700000.0,41.0,,AV,0103,ANDRE AMPERE,33260.0,LA TESTE-DE-BUCH,GX,33529000GX0083,,0,4.0,Local industriel. commercial ou assimilé,,890.0,0.0,AG,,2000.0,2014-02-28 1700000.0
921,2014-02-28,2014,Vente,1545000.0,40.0,,AV,0640,CHAMBRELENT PYLA,33115.0,LA TESTE-DE-BUCH,BZ,33529000BZ0541,,0,1.0,Maison,,190.0,4.0,S,,1343.0,2014-02-28 1545000.0
3357,2014-03-03,2014,Vente,270000.0,8.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0234,,1,2.0,Appartement,,95.0,4.0,,,,2014-03-03 270000.0
10238,2014-03-07,2014,Vente,240000.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0617,,0,,,,,,AB,,1817.0,2014-03-07 240000.0
2252,2014-03-07,2014,Vente,1.0,9000.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FF,33529000FF0094,,0,,,,,,AB,,545.0,2014-03-07 1.0
1302,2014-03-10,2014,Vente,150000.0,9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0978,,1,1.0,Maison,,84.0,4.0,,,,2014-03-10 150000.0
1303,2014-03-13,2014,Vente,140000.0,,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0978,,1,1.0,Maison,,72.0,3.0,,,,2014-03-13 140000.0
9416,2014-03-13,2014,Vente,190000.0,17.0,,RUE,2655,PDT COTY,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0201,,0,1.0,Maison,,78.0,5.0,S,,439.0,2014-03-13 190000.0
7717,2014-03-17,2014,Vente,255000.0,21.0,,CHE,2289,DE L OUSTALET,33260.0,LA TESTE-DE-BUCH,GA,33529000GA0496,,0,,,,,,S,,207.0,2014-03-17 255000.0
