,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Section,No plan,No Volume,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
0,2019-01-02,Vente en l'état futur d'achèvement,"407000,00",,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,152,,1,,,,,,,,
1,2019-01-02,Vente en l'état futur d'achèvement,"407000,00",,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,152,,1,,,,,,,,
2,2019-01-02,Vente,"385000,00",3.0,,ALL,2147,DES MOUSQUETAIRES,33260.0,LA TESTE-DE-BUCH,GH,184,,0,1.0,Maison,,79.0,4.0,S,,678.0
3,2019-01-03,Vente,"125000,00",75.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,559,,0,,,,,,S,,483.0
4,2019-01-03,Vente,"60000,00",,,,B140,DADE,33260.0,LA TESTE-DE-BUCH,GA,217,,0,,,,,,S,,243.0
5,2019-01-03,Vente,"342000,00",3.0,,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,GA,216,,0,1.0,Maison,,116.0,4.0,S,,283.0
6,2019-01-04,Vente,"180000,00",11.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,120,,1,3.0,Dépendance,,0.0,0.0,,,
7,2019-01-04,Vente,"180000,00",11.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,120,,1,3.0,Dépendance,,0.0,0.0,,,
8,2019-01-04,Vente,"180000,00",11.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,120,,1,2.0,Appartement,,68.0,4.0,,,
9,2019-01-04,Vente,"5000,00",3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,613,,1,3.0,Dépendance,,0.0,0.0,,,
10,2019-01-07,Vente en l'état futur d'achèvement,"319000,00",4.0,,RUE,3140,DE LA VICTOIRE,33260.0,LA TESTE-DE-BUCH,GB,248,,1,,,,,,,,
11,2019-01-08,Vente,"261850,00",24.0,,RUE,1260,DU GEN DE CASTELNAU,33260.0,LA TESTE-DE-BUCH,FY,193,,1,3.0,Dépendance,,0.0,0.0,,,
12,2019-01-08,Vente en l'état futur d'achèvement,"229000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
13,2019-01-08,Vente en l'état futur d'achèvement,"217000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,
14,2019-01-08,Vente,"261850,00",24.0,,RUE,1260,DU GEN DE CASTELNAU,33260.0,LA TESTE-DE-BUCH,FY,193,,1,2.0,Appartement,,71.0,3.0,,,
15,2019-01-08,Vente,"1279000,00",3.0,,AV,2915,DES STERNES PYLA,33115.0,LA TESTE-DE-BUCH,BT,173,,0,1.0,Maison,,179.0,7.0,S,,508.0
16,2019-01-08,Vente en l'état futur d'achèvement,"229000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
17,2019-01-08,Vente,"1279000,00",3.0,,AV,2915,DES STERNES PYLA,33115.0,LA TESTE-DE-BUCH,BT,173,,0,1.0,Maison,,179.0,7.0,AG,,600.0
18,2019-01-08,Vente en l'état futur d'achèvement,"217000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,
19,2019-01-08,Vente en l'état futur d'achèvement,"220000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,
20,2019-01-08,Vente en l'état futur d'achèvement,"220000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,
21,2019-01-10,Vente,"6000,00",,,,B362,PORT DE LA TESTE,33260.0,LA TESTE-DE-BUCH,FI,142,,0,,,,,,AG,,145.0
22,2019-01-10,Vente,"432000,00",3.0,,AV,1175,FREDERIC DE CANDALE,33260.0,LA TESTE-DE-BUCH,GG,99,,0,1.0,Maison,,92.0,4.0,S,,1002.0
23,2019-01-10,Vente en l'état futur d'achèvement,"350000,00",16.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
24,2019-01-10,Vente en l'état futur d'achèvement,"350000,00",16.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
25,2019-01-10,Vente en l'état futur d'achèvement,"350000,00",16.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
26,2019-01-10,Vente,"630000,00",48.0,,AV,0123,ANDRE ARMANDY,33260.0,LA TESTE-DE-BUCH,FB,157,,0,1.0,Maison,,67.0,4.0,S,,552.0
27,2019-02-04,Vente,"395653,00",86.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,577,,0,,,,,,AG,,88.0
28,2019-02-04,Vente,"395653,00",86.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,575,,0,1.0,Maison,,75.0,3.0,S,,360.0
29,2019-02-04,Vente,"395653,00",86.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,575,,0,1.0,Maison,,79.0,5.0,S,,360.0
30,2019-02-04,Vente en l'état futur d'achèvement,"345000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
31,2019-02-04,Vente en l'état futur d'achèvement,"345000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
32,2019-02-04,Vente en l'état futur d'achèvement,"345000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
33,2019-02-05,Vente,"182700,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,3.0,Dépendance,,0.0,0.0,,,
34,2019-02-05,Vente,"182700,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,2.0,Appartement,,42.0,2.0,,,
35,2019-02-05,Vente,"330000,00",34.0,,RUE,1470,GUSTAVE LOUDE,33260.0,LA TESTE-DE-BUCH,GM,786,,0,1.0,Maison,,68.0,3.0,S,,383.0
36,2019-02-05,Vente en l'état futur d'achèvement,"400000,00",,,,,,,LA TESTE DE BUCH,FY,815,,1,,,,,,,,
37,2019-02-05,Vente en l'état futur d'achèvement,"400000,00",6.0,,RUE,0970,EDMOND DORE,33260.0,LA TESTE-DE-BUCH,FY,815,,1,3.0,Dépendance,,0.0,0.0,,,
38,2019-02-05,Vente en l'état futur d'achèvement,"400000,00",6.0,,RUE,0970,EDMOND DORE,33260.0,LA TESTE-DE-BUCH,FY,815,,1,3.0,Dépendance,,0.0,0.0,,,
39,2019-02-05,Vente,"1250000,00",226.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,104,,0,1.0,Maison,,20.0,1.0,S,,427.0
40,2019-02-05,Vente,"1250000,00",226.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,105,,0,1.0,Maison,,140.0,6.0,S,,233.0
41,2019-02-05,Vente,"1250000,00",,,,B200,LES GOELANDS,33260.0,LA TESTE-DE-BUCH,BW,106,,0,,,,,,AG,,255.0
42,2019-02-07,Vente,"1100000,00",9.0,,AV,2090,DES MIMOSAS PYLA,33115.0,LA TESTE-DE-BUCH,BR,299,,0,1.0,Maison,,125.0,6.0,S,,873.0
43,2019-02-08,Echange,"5000,00",27.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FE,82,,1,3.0,Dépendance,,0.0,0.0,,,
44,2019-02-08,Echange,"5000,00",27.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FE,82,,1,3.0,Dépendance,,0.0,0.0,,,
45,2019-02-08,Vente,"350000,00",18.0,,ALL,1961,DES MARRONNIERS,33260.0,LA TESTE-DE-BUCH,GV,140,,1,1.0,Maison,,89.0,5.0,,,
46,2019-02-08,Vente en l'état futur d'achèvement,"251500,00",4.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,152,,1,,,,,,,,
47,2019-02-08,Vente en l'état futur d'achèvement,"251500,00",4.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,152,,1,,,,,,,,
48,2019-02-09,Vente,"240739,00",182.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,356,,0,1.0,Maison,,60.0,2.0,S,,384.0
49,2019-02-09,Vente,"40000,00",9000.0,,,B242,LANDE DES DEUX CRASTES,33260.0,LA TESTE-DE-BUCH,GZ,146,,1,2.0,Appartement,,21.0,2.0,,,
50,2019-02-09,Vente,"40000,00",1270.0,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,GZ,146,,1,3.0,Dépendance,,0.0,0.0,,,
51,2019-02-10,Vente,"525000,00",17.0,,IMP,2332,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,788,,0,1.0,Maison,,115.0,5.0,S,,491.0
52,2019-02-10,Vente,"310000,00",5.0,,RUE,0652,CHARLEVOIX DE VILLIERS,33260.0,LA TESTE-DE-BUCH,FP,302,,0,1.0,Maison,,69.0,4.0,S,,492.0
53,2019-02-10,Vente,"17000,00",1.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,640,,1,3.0,Dépendance,,0.0,0.0,,,
54,2019-02-10,Vente,"17000,00",1.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,640,,1,3.0,Dépendance,,0.0,0.0,,,
55,2019-02-10,Vente,"305000,00",19.0,,ALL,1600,JEAN DAGROS CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,212,,0,1.0,Maison,,96.0,4.0,S,,540.0
56,2019-02-12,Vente,"10000,00",60.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,398,,1,3.0,Dépendance,,0.0,0.0,,,
57,2019-03-01,Vente,"850000,00",15.0,,AV,0680,DES CHENES LE PYLA,33115.0,LA TESTE-DE-BUCH,BS,58,,0,1.0,Maison,,68.0,3.0,S,,481.0
58,2019-03-01,Vente,"544850,00",19.0,,RUE,2438,DES PINS MARITIMES,33260.0,LA TESTE-DE-BUCH,GD,101,,0,1.0,Maison,,125.0,4.0,S,,846.0
59,2019-03-05,Vente,"460000,00",24.0,,AV,3200,DES VIOLETTES PYLA,33115.0,LA TESTE-DE-BUCH,BP,68,,1,2.0,Appartement,,53.0,2.0,,,
60,2019-03-05,Vente,"460000,00",,,AV,3200,DES VIOLETTES PYLA,33115.0,LA TESTE-DE-BUCH,BP,68,,1,,,,,,S,,50.0
61,2019-03-06,Vente,"220000,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,3.0,Dépendance,,0.0,0.0,,,
62,2019-03-06,Vente,"220000,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,3.0,Dépendance,,0.0,0.0,,,
63,2019-03-06,Vente,"550570,00",8.0,,ALL,1617,JEAN GIONO,33260.0,LA TESTE-DE-BUCH,FT,143,,0,1.0,Maison,,108.0,4.0,S,,757.0
64,2019-03-06,Vente,"179500,00",,,,B073,BRIS,33260.0,LA TESTE-DE-BUCH,FP,297,,0,,,,,,AB,,460.0
65,2019-03-06,Vente en l'état futur d'achèvement,"213000,00",2.0,,RUE,0221,DES ASPHODELES,33260.0,LA TESTE-DE-BUCH,FZ,573,,1,2.0,Appartement,,42.0,2.0,,,
66,2019-03-06,Vente en l'état futur d'achèvement,"213000,00",2.0,,RUE,0221,DES ASPHODELES,33260.0,LA TESTE-DE-BUCH,FZ,573,,1,3.0,Dépendance,,0.0,0.0,,,
67,2019-03-06,Vente,"220000,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,1.0,Maison,,60.0,3.0,,,
68,2019-03-06,Vente,"460000,00",41.0,,RUE,1073,EUGENE FREYSSINET,33260.0,LA TESTE-DE-BUCH,HA,36,,0,4.0,Local industriel. commercial ou assimilé,,1317.0,0.0,S,,1706.0
69,2019-03-07,Vente en l'état futur d'achèvement,"335000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
70,2019-03-07,Vente en l'état futur d'achèvement,"335000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
71,2019-03-07,Vente en l'état futur d'achèvement,"335000,00",22.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,833,,1,,,,,,,,
72,2019-03-07,Vente,"400000,00",56.0,,AV,2422,DE LA PINEDE DE CONTEAU,33260.0,LA TESTE-DE-BUCH,GD,24,,0,1.0,Maison,,102.0,5.0,S,,684.0
73,2019-03-09,Vente en l'état futur d'achèvement,"207000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,864,,1,,,,,,,,
74,2019-03-09,Vente en l'état futur d'achèvement,"207000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,864,,1,,,,,,,,
75,2019-03-09,Vente,"240000,00",13.0,,,3002,CALANTE DES TILLOLES,33260.0,LA TESTE-DE-BUCH,FY,385,,0,1.0,Maison,,62.0,3.0,S,,72.0
76,2019-03-09,Vente,"240000,00",9020.0,,,3002,CALANTE DES TILLOLES,33260.0,LA TESTE-DE-BUCH,FY,388,,0,3.0,Dépendance,,0.0,0.0,S,,11.0
77,2019-03-09,Vente,"240000,00",9006.0,,,3002,CALANTE DES TILLOLES,33260.0,LA TESTE-DE-BUCH,FY,403,,0,3.0,Dépendance,,0.0,0.0,S,,14.0
78,2019-03-10,Vente,"149000,00",4.0,,PL,1620,JEAN HAMEAU,33260.0,LA TESTE-DE-BUCH,FR,597,,1,3.0,Dépendance,,0.0,0.0,,,
79,2019-03-10,Vente,"149000,00",4.0,,PL,1620,JEAN HAMEAU,33260.0,LA TESTE-DE-BUCH,FR,597,,1,2.0,Appartement,,51.0,2.0,,,
80,2019-03-10,Vente,"390000,00",2.0,A,RUE,1710,JULES FAVRE,33260.0,LA TESTE-DE-BUCH,FR,429,,0,1.0,Maison,,102.0,4.0,S,,543.0
81,2019-03-10,Vente,"263000,00",12.0,,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,440,,0,,,,,,S,,134.0
82,2019-03-10,Vente,"263000,00",12.0,,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,436,,0,,,,,,S,,34.0
83,2019-03-10,Vente,"263000,00",12.0,,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,435,,0,2.0,Appartement,,67.0,3.0,S,,211.0
84,2019-03-10,Vente,"263000,00",12.0,,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,435,,0,3.0,Dépendance,,0.0,0.0,S,,211.0
85,2019-03-10,Vente,"263000,00",12.0,,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,435,,0,2.0,Appartement,,28.0,1.0,S,,211.0
86,2019-03-10,Vente en l'état futur d'achèvement,"280000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,
87,2019-03-10,Vente en l'état futur d'achèvement,"280000,00",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,866,,1,,,,,,,,
88,2019-03-12,Vente,"178492,00",34.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,374,,1,2.0,Appartement,,45.0,2.0,,,
89,2019-03-12,Vente,"1595000,00",220.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,567,,0,1.0,Maison,,280.0,8.0,S,,500.0
90,2019-03-12,Vente,"178492,00",34.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,374,,1,3.0,Dépendance,,0.0,0.0,,,
91,2019-03-12,Vente,"375000,00",1.0,,RUE,1594,JEAN BART,33260.0,LA TESTE-DE-BUCH,FN,196,,0,1.0,Maison,,74.0,4.0,S,,627.0
92,2019-03-12,Vente,"1595000,00",220.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,567,,0,1.0,Maison,,280.0,8.0,AG,,951.0
93,2019-03-12,Vente,"170000,00",17.0,B,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,353,,1,3.0,Dépendance,,0.0,0.0,,,
94,2019-03-12,Vente,"170000,00",17.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,353,,1,2.0,Appartement,,43.0,2.0,,,
95,2019-03-12,Vente,"284950,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,1.0,Maison,,84.0,4.0,,,
96,2019-03-12,Vente,"335000,00",24.0,,RUE,1706,JOSEPH CASTERA CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,471,,0,1.0,Maison,,90.0,4.0,S,,823.0
97,2019-04-01,Echange,"3000,00",4.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,234,,1,3.0,Dépendance,,0.0,0.0,,,
98,2019-04-01,Vente,"240000,00",27.0,,ALL,1894,MARCEL LEGOUEY CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,699,,0,1.0,Maison,,102.0,5.0,S,,750.0
99,2019-04-01,Echange,"3000,00",4.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,234,,1,3.0,Dépendance,,0.0,0.0,,,
100,2019-04-02,Vente,"175000,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,2.0,Appartement,,42.0,2.0,,,
101,2019-04-02,Vente,"385000,00",22.0,,AV,0500,DES BRUYERES PYLA,33115.0,LA TESTE-DE-BUCH,BP,171,,1,3.0,Dépendance,,0.0,0.0,,,
102,2019-04-02,Vente,"275000,00",29.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,380,,1,2.0,Appartement,,58.0,3.0,,,
103,2019-04-02,Vente,"275000,00",29.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,380,,1,3.0,Dépendance,,0.0,0.0,,,
104,2019-04-02,Vente,"275000,00",29.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,380,,1,3.0,Dépendance,,0.0,0.0,,,
105,2019-04-02,Vente,"385000,00",26.0,,AV,0500,DES BRUYERES PYLA,33115.0,LA TESTE-DE-BUCH,BP,171,,1,2.0,Appartement,,50.0,3.0,,,
106,2019-04-02,Vente,"175000,00",13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,78,,1,3.0,Dépendance,,0.0,0.0,,,
107,2019-04-02,Vente,"385000,00",4.0,,AV,1201,DES GALIPES LE PYLA,33115.0,LA TESTE-DE-BUCH,BP,171,,1,,,,,,S,,286.0
108,2019-04-03,Vente,"710000,00",29.0,,BD,0612,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GW,164,,0,3.0,Dépendance,,0.0,0.0,AG,,1000.0
109,2019-04-03,Vente,"710000,00",29.0,,BD,0612,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GW,164,,0,1.0,Maison,,80.0,3.0,S,,1277.0
110,2019-04-03,Vente,"710000,00",29.0,,BD,0612,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GW,164,,0,1.0,Maison,,80.0,3.0,AG,,1000.0
111,2019-04-03,Vente,"710000,00",29.0,,BD,0612,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GW,164,,0,3.0,Dépendance,,0.0,0.0,S,,1277.0
112,2019-04-03,Vente en l'état futur d'achèvement,"176400,00",,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,HA,781,,1,,,,,,,,
113,2019-04-03,Vente,"414000,00",2.0,,IMP,3717,DU DOMAINE DE BERANGER,33260.0,LA TESTE-DE-BUCH,GK,378,,0,1.0,Maison,,115.0,4.0,S,,432.0
114,2019-04-03,Vente en l'état futur d'achèvement,"176400,00",,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,HA,781,,1,,,,,,,,
115,2019-04-03,Vente,"289000,00",18.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,497,,1,1.0,Maison,,50.0,2.0,,,
116,2019-04-03,Vente,"470000,00",1.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BI,626,,0,,,,,,AG,,573.0
117,2019-04-03,Vente en l'état futur d'achèvement,"176400,00",,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,HA,781,,1,,,,,,,,
118,2019-04-03,Vente,"328500,00",47.0,B,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,78,,1,1.0,Maison,,94.0,4.0,,,
119,2019-04-03,Vente,"470000,00",63.0,,BD,1846,LOUIS LIGNON PYLA,33115.0,LA TESTE-DE-BUCH,BS,447,,0,,,,,,AG,,304.0
120,2019-04-03,Vente en l'état futur d'achèvement,"176400,00",,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,HA,781,,1,,,,,,,,
121,2019-04-04,Vente,"320000,00",22.0,,RUE,0875,DU DOC LACASSIE,33260.0,LA TESTE-DE-BUCH,GC,151,,0,1.0,Maison,,104.0,5.0,S,,566.0
122,2019-04-04,Vente,"460000,00",10.0,,RUE,1061,ETIENNE BONIS CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,488,,0,1.0,Maison,,141.0,5.0,S,,1001.0
123,2019-04-04,Vente,"311000,00",2.0,,RUE,0221,DES ASPHODELES,33260.0,LA TESTE-DE-BUCH,FZ,573,,1,3.0,Dépendance,,0.0,0.0,,,
124,2019-04-04,Vente,"311000,00",2.0,,RUE,0221,DES ASPHODELES,33260.0,LA TESTE-DE-BUCH,FZ,573,,1,3.0,Dépendance,,0.0,0.0,,,
125,2019-04-04,Vente,"311000,00",8.0,,RUE,1308,DES HELIANTHEMES,33260.0,LA TESTE-DE-BUCH,FZ,573,,1,2.0,Appartement,,65.0,3.0,,,
126,2019-04-04,Vente en l'état futur d'achèvement,"280000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
127,2019-04-04,Vente en l'état futur d'achèvement,"280000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
128,2019-04-04,Vente en l'état futur d'achèvement,"280000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
129,2019-04-04,Vente,"330000,00",34.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,800,,0,,,,,,AB,,938.0
130,2019-04-06,Vente,"245000,00",2.0,,RUE,0460,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,451,,1,2.0,Appartement,,60.0,3.0,,,
131,2019-04-06,Vente,"245000,00",2.0,,RUE,0460,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,451,,1,3.0,Dépendance,,0.0,0.0,,,
132,2019-04-06,Vente,"215000,00",,,,B073,BRIS,33260.0,LA TESTE-DE-BUCH,FP,295,,0,,,,,,AB,,586.0
133,2019-04-07,Vente,"423800,00",1.0,,RUE,0705,CLEMENT ADER,33260.0,LA TESTE-DE-BUCH,FS,348,,0,1.0,Maison,,70.0,5.0,S,,500.0
134,2019-04-07,Vente,"260000,00",13.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,874,,2,2.0,Appartement,,60.0,1.0,,,
135,2019-04-07,Vente,"2607783,80",,,,B249,LASSEOUGUE,33260.0,LA TESTE-DE-BUCH,GM,865,,0,,,,,,AB,,3692.0
136,2019-04-07,Vente,"173500,00",7.0,,RUE,0030,DE L AIGUILLON,33260.0,LA TESTE-DE-BUCH,FH,43,,1,2.0,Appartement,,36.0,2.0,,,
137,2019-04-07,Vente,"173500,00",7.0,,RUE,0030,DE L AIGUILLON,33260.0,LA TESTE-DE-BUCH,FH,43,,1,3.0,Dépendance,,0.0,0.0,,,
138,2019-04-07,Vente,"260000,00",13.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,874,,1,3.0,Dépendance,,0.0,0.0,,,
139,2019-04-09,Vente,"308000,00",15.0,,SQ,2416,PIERRE RONSARD,33260.0,LA TESTE-DE-BUCH,GY,207,,0,1.0,Maison,,94.0,4.0,S,,391.0
140,2019-04-10,Vente,"900000,00",30.0,,AV,0040,DES AJONCS PYLA,33115.0,LA TESTE-DE-BUCH,BS,303,,0,1.0,Maison,,99.0,4.0,S,,710.0
141,2019-04-10,Vente,"328000,00",3.0,,CHE,2360,DE PECHIC,33260.0,LA TESTE-DE-BUCH,FY,446,,2,1.0,Maison,,91.0,5.0,,,
142,2019-04-10,Vente,"370000,00",6.0,,ALL,1581,DU HOUX,33260.0,LA TESTE-DE-BUCH,GV,89,,0,1.0,Maison,,80.0,4.0,S,,323.0
143,2019-04-10,Vente,"576200,00",30.0,,RUE,2757,ROBERT SURCOUF,33260.0,LA TESTE-DE-BUCH,FN,203,,0,1.0,Maison,,89.0,4.0,S,,778.0
144,2019-04-10,Vente,"381500,00",40.0,,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FO,135,,0,1.0,Maison,,76.0,3.0,S,,526.0
145,2019-04-10,Vente,"365670,00",6.0,,ALL,3701,FERNAND DE MAGELLAN,33260.0,LA TESTE-DE-BUCH,GV,156,,0,1.0,Maison,,132.0,5.0,S,,574.0
146,2019-04-10,Vente,"820000,00",10.0,,ALL,0534,CAMILLE SAINT SAENS PYLA,33115.0,LA TESTE-DE-BUCH,BX,380,,0,1.0,Maison,,79.0,4.0,S,,876.0
147,2019-04-11,Vente,"950000,00",93.0,,AV,0649,CHAPELLE FORESTIERE PYLA,33115.0,LA TESTE-DE-BUCH,BW,290,,0,1.0,Maison,,174.0,4.0,S,,500.0
148,2019-04-11,Vente,"950000,00",93.0,,AV,0649,CHAPELLE FORESTIERE PYLA,33115.0,LA TESTE-DE-BUCH,BW,290,,0,1.0,Maison,,174.0,4.0,AG,,684.0
149,2019-04-12,Vente,"295000,00",72.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GK,157,,0,1.0,Maison,,88.0,4.0,S,,662.0
150,2019-04-12,Vente,"295000,00",1.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,234,,1,2.0,Appartement,,63.0,3.0,,,
