,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Section,No plan,No Volume,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
3131,2021-05-03,Vente,"400000,00",1051.0,,BD,1587,DE L INDUSTRIE,33260.0,LA TESTE-DE-BUCH,HA,691,,2,4.0,Local industriel. commercial ou assimilé,,613.0,0.0,,,
3132,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,AG,,738.0
3133,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,S,,500.0
3134,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,1.0,Maison,,166.0,6.0,S,,500.0
3135,2021-05-05,Vente,"17500,00",9001.0,,AV,1588,JAMES JOULE,33260.0,LA TESTE-DE-BUCH,GZ,26,,1,3.0,Dépendance,,0.0,0.0,,,
3136,2021-05-05,Vente,"17500,00",9001.0,,AV,1588,JAMES JOULE,33260.0,LA TESTE-DE-BUCH,GZ,26,,1,3.0,Dépendance,,0.0,0.0,,,
3137,2021-05-05,Vente,"450000,00",11.0,,ALL,1180,FRERES DUPUY CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,702,,0,1.0,Maison,,105.0,4.0,S,,684.0
3138,2021-05-05,Vente,"214550,00",5.0,,ALL,0407,DES BOULEAUX,33260.0,LA TESTE-DE-BUCH,GV,69,,0,1.0,Maison,,85.0,4.0,S,,405.0
3139,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,S,,500.0
3140,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,1.0,Maison,,166.0,6.0,AG,,738.0
3141,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,S,,500.0
3142,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,AG,,738.0
3143,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,AG,,738.0
3144,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,AG,,738.0
3145,2021-05-05,Vente,"1069750,00",6.0,,RUE,0906,DE LA DUNE DE L EGLISE,33260.0,LA TESTE-DE-BUCH,GS,109,,0,3.0,Dépendance,,0.0,0.0,S,,500.0
3146,2021-05-07,Vente,"569000,00",,,LOT,A113,L ENCLOS DE SECARY,33260.0,LA TESTE-DE-BUCH,GG,77,,0,,,,,,S,,480.0
3147,2021-05-07,Vente,"569000,00",8.0,B,RUE,2763,DES ROMARINS,33260.0,LA TESTE-DE-BUCH,GG,192,,0,1.0,Maison,,118.0,4.0,AG,,347.0
3148,2021-05-07,Vente,"569000,00",8.0,B,RUE,2763,DES ROMARINS,33260.0,LA TESTE-DE-BUCH,GG,185,,0,,,,,,S,,130.0
3149,2021-05-08,Vente,"363772,00",1.0,T,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,605,,1,2.0,Appartement,,107.0,5.0,,,
3150,2021-05-08,Vente,"412500,00",43.0,A,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GG,183,,0,1.0,Maison,,107.0,5.0,S,,456.0
3151,2021-05-08,Vente,"670000,00",16.0,,RUE,0855,DU DIAPASON,33260.0,LA TESTE-DE-BUCH,FO,218,,0,1.0,Maison,,116.0,4.0,S,,1000.0
3152,2021-05-08,Vente,"412500,00",43.0,A,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GG,183,,0,3.0,Dépendance,,0.0,0.0,S,,456.0
3153,2021-05-08,Vente,"670000,00",16.0,,RUE,0855,DU DIAPASON,33260.0,LA TESTE-DE-BUCH,FO,218,,0,3.0,Dépendance,,0.0,0.0,S,,1000.0
3154,2021-05-08,Vente,"1540650,00",6.0,,AV,2510,DE LA PLAGE PYLA,33115.0,LA TESTE-DE-BUCH,BP,404,,1,2.0,Appartement,,75.0,3.0,,,
3155,2021-05-08,Vente,"579000,00",7.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,750,,1,2.0,Appartement,,87.0,4.0,,,
3156,2021-05-08,Vente,"670000,00",16.0,,RUE,0855,DU DIAPASON,33260.0,LA TESTE-DE-BUCH,FO,218,,0,3.0,Dépendance,,0.0,0.0,S,,1000.0
3157,2021-05-08,Vente,"1540650,00",6.0,,AV,2510,DE LA PLAGE PYLA,33115.0,LA TESTE-DE-BUCH,BP,404,,1,3.0,Dépendance,,0.0,0.0,,,
3158,2021-05-08,Vente,"1540650,00",6.0,,AV,2510,DE LA PLAGE PYLA,33115.0,LA TESTE-DE-BUCH,BP,404,,1,3.0,Dépendance,,0.0,0.0,,,
3159,2021-05-08,Vente,"218000,00",61.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,506,,1,1.0,Maison,,46.0,2.0,,,
3160,2021-05-08,Vente,"579000,00",7.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,750,,1,3.0,Dépendance,,0.0,0.0,,,
3161,2021-05-08,Vente,"579000,00",7.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,750,,1,3.0,Dépendance,,0.0,0.0,,,
3162,2021-05-08,Vente,"1540650,00",6.0,,AV,2510,DE LA PLAGE PYLA,33115.0,LA TESTE-DE-BUCH,BP,404,,1,3.0,Dépendance,,0.0,0.0,,,
3163,2021-05-10,Vente,"1,00",,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,558,,0,,,,,,S,,60.0
3164,2021-05-10,Vente,"1,00",,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,559,,0,,,,,,S,,10.0
3165,2021-05-10,Vente,"1635000,00",46.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FG,61,,0,3.0,Dépendance,,0.0,0.0,S,,1187.0
3166,2021-05-10,Vente,"1635000,00",46.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FG,61,,0,1.0,Maison,,78.0,4.0,S,,1187.0
3167,2021-05-10,Vente,"1635000,00",48.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FG,62,,0,1.0,Maison,,110.0,5.0,S,,912.0
3168,2021-05-10,Vente,"1635000,00",50.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FG,219,,0,,,,,,L,,2500.0
3169,2021-05-10,Vente,"1,00",,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,558,,0,,,,,,S,,60.0
3170,2021-05-10,Vente,"650000,00",50.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FG,220,,0,,,,,,L,,2449.0
3171,2021-05-10,Vente,"1,00",,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,559,,0,,,,,,S,,10.0
3172,2021-05-10,Vente,"562850,00",10.0,,RUE,0400,DES BORDES,33260.0,LA TESTE-DE-BUCH,FM,466,,0,1.0,Maison,,120.0,5.0,S,,400.0
3173,2021-05-11,Vente,"640010,00",31.0,,LOT,A099,L OREE DE LA SEUVE,33260.0,LA TESTE-DE-BUCH,GO,205,,0,,,,,,S,,600.0
3174,2021-05-11,Vente,"640010,00",25.0,,RUE,0022,ADRIENNE BOLLAND,33260.0,LA TESTE-DE-BUCH,GO,204,,0,1.0,Maison,,115.0,4.0,S,,714.0
3175,2021-05-11,Vente,"250000,00",61.0,,AV,0355,DE BISSERIE,33260.0,LA TESTE-DE-BUCH,GH,521,,0,,,,,,AB,,467.0
3176,2021-05-11,Vente,"150000,00",14.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,GB,203,,0,2.0,Appartement,,34.0,3.0,S,,499.0
3177,2021-05-11,Vente,"150000,00",14.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,GB,203,,0,2.0,Appartement,,120.0,5.0,S,,499.0
3178,2021-05-11,Vente,"150000,00",14.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,GB,203,,0,3.0,Dépendance,,0.0,0.0,S,,499.0
3179,2021-05-11,Vente,"150000,00",14.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,GB,203,,0,3.0,Dépendance,,0.0,0.0,S,,499.0
3180,2021-05-11,Vente,"150000,00",14.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,GB,203,,0,2.0,Appartement,,27.0,2.0,S,,499.0
3181,2021-05-11,Vente,"450000,00",8.0,,ALL,1180,FRERES DUPUY CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,809,,0,,,,,,S,,382.0
3182,2021-05-11,Vente,"220000,00",1.0,,RUE,0670,DU CHEMIN DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,730,,1,4.0,Local industriel. commercial ou assimilé,,51.0,0.0,,,
3183,2021-05-11,Vente,"334000,00",1.0,T,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,605,,1,4.0,Local industriel. commercial ou assimilé,,96.0,0.0,,,
3184,2021-05-11,Vente,"450000,00",8.0,,ALL,1180,FRERES DUPUY CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,808,,0,1.0,Maison,,95.0,4.0,S,,525.0
3185,2021-06-01,Vente,"204000,00",3.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,170,,1,3.0,Dépendance,,0.0,0.0,,,
3186,2021-06-01,Vente,"204000,00",3.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,170,,1,2.0,Appartement,,46.0,2.0,,,
3187,2021-06-01,Vente,"1038240,00",29.0,,RUE,2391,PEYJEHAN,33260.0,LA TESTE-DE-BUCH,GO,95,,0,1.0,Maison,,209.0,7.0,S,,799.0
3188,2021-06-04,Vente,"4106,00",,,,B440,LE CASINO,33260.0,LA TESTE-DE-BUCH,CH,67,,0,,,,,,BR,PIN,8636.0
3189,2021-06-04,Vente,"523400,00",,,LOT,A951,LES JARDINS DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,526,,0,,,,,,AG,,44.0
3190,2021-06-04,Vente,"4106,00",,,,B154,DUNE DU PILAT SUD,33115.0,LA TESTE-DE-BUCH,CH,158,,0,,,,,,L,SABLE,16568.0
3191,2021-06-04,Vente,"425000,00",16.0,,RUE,0875,DU DOC LACASSIE,33260.0,LA TESTE-DE-BUCH,GC,154,,0,1.0,Maison,,101.0,5.0,S,,598.0
3192,2021-06-04,Vente,"523400,00",1.0,,ALL,1163,FRANCOIS DANDREAU CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,524,,0,1.0,Maison,,144.0,5.0,S,,500.0
3193,2021-06-04,Vente,"370000,00",7.0,,RUE,1840,LODY,33260.0,LA TESTE-DE-BUCH,FR,455,,0,1.0,Maison,,99.0,4.0,S,,187.0
3194,2021-06-04,Vente,"523400,00",1.0,,ALL,1163,FRANCOIS DANDREAU CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,524,,0,1.0,Maison,,144.0,5.0,AG,,571.0
3195,2021-06-05,Vente,"285000,00",26.0,,RUE,0940,DES ECUREUILS CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,99,,0,1.0,Maison,,65.0,4.0,S,,563.0
3196,2021-06-05,Vente,"410000,00",15.0,B,RUE,1710,JULES FAVRE,33260.0,LA TESTE-DE-BUCH,FR,893,,0,1.0,Maison,,76.0,3.0,S,,204.0
3197,2021-06-05,Vente,"580000,00",65.0,,RUE,1675,JEAN SAINT MARC,33260.0,LA TESTE-DE-BUCH,FV,75,,0,1.0,Maison,,110.0,2.0,S,,975.0
3198,2021-06-05,Vente,"480000,00",1.0,,RUE,0670,DU CHEMIN DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,730,,1,2.0,Appartement,,116.0,4.0,,,
3199,2021-06-05,Vente,"557000,00",53.0,,RUE,0598,CAPTAL FRANCOIS DE RUAT,33260.0,LA TESTE-DE-BUCH,GN,176,,0,1.0,Maison,,104.0,5.0,S,,847.0
3200,2021-06-05,Vente,"480000,00",1.0,,RUE,0670,DU CHEMIN DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,730,,1,3.0,Dépendance,,0.0,0.0,,,
3201,2021-06-05,Vente,"480000,00",1.0,,RUE,0670,DU CHEMIN DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,730,,1,3.0,Dépendance,,0.0,0.0,,,
3202,2021-06-05,Vente,"285000,00",28.0,,RUE,0940,DES ECUREUILS CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,98,,0,3.0,Dépendance,,0.0,0.0,S,,149.0
3203,2021-06-07,Vente,"800000,00",23.0,,AV,1500,HAITZA PYLA,33115.0,LA TESTE-DE-BUCH,BZ,127,,0,1.0,Maison,,80.0,4.0,S,,484.0
3204,2021-06-07,Vente,"800000,00",,,,B219,HAITZA,33115.0,LA TESTE-DE-BUCH,BZ,128,,0,,,,,,AG,,355.0
3205,2021-06-09,Vente,"1,00",38.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,745,,0,,,,,,S,,191.0
3206,2021-06-09,Vente,"1,00",38.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,744,,0,,,,,,AB,,346.0
3207,2021-06-09,Vente,"1,00",38.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,746,,0,,,,,,S,,54.0
3208,2021-06-09,Vente,"1,00",38.0,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,780,,0,,,,,,S,,5.0
3209,2021-06-09,Vente,"1,00",,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,801,,0,,,,,,AB,ALLEE,539.0
3210,2021-06-09,Vente,"475000,00",3.0,,ALL,1800,LERE,33260.0,LA TESTE-DE-BUCH,FS,560,,1,1.0,Maison,,90.0,4.0,,,
3211,2021-06-09,Vente,"16000,00",3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,613,,1,3.0,Dépendance,,0.0,0.0,,,
3212,2021-06-09,Vente,"410000,00",14.0,,RUE,1962,MARTIN SAUGERES CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,376,,0,1.0,Maison,,137.0,4.0,S,,916.0
3213,2021-06-09,Vente,"1,00",,,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GB,726,,0,,,,,,S,,101.0
3214,2021-06-09,Vente,"410000,00",14.0,,RUE,1962,MARTIN SAUGERES CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,376,,0,3.0,Dépendance,,0.0,0.0,S,,916.0
3215,2021-06-09,Vente,"16000,00",3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,613,,1,3.0,Dépendance,,0.0,0.0,,,
3216,2021-06-10,Vente,"930000,00",1.0,,BD,0833,DES CRETES PYLA,33115.0,LA TESTE-DE-BUCH,FA,311,,0,,,,,,AB,,35.0
3217,2021-06-10,Vente,"370000,00",56.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FS,613,,0,,,,,,AB,,652.0
3218,2021-06-10,Vente,"930000,00",1.0,,BD,0833,DES CRETES PYLA,33115.0,LA TESTE-DE-BUCH,FA,308,,0,,,,,,AB,,3.0
3219,2021-06-10,Vente,"930000,00",1.0,,BD,0833,DES CRETES PYLA,33115.0,LA TESTE-DE-BUCH,FA,309,,0,,,,,,AB,,31.0
3220,2021-06-10,Vente,"930000,00",1.0,C,BD,0833,DES CRETES PYLA,33115.0,LA TESTE-DE-BUCH,FA,312,,0,,,,,,AB,,1069.0
3221,2021-06-12,Vente,"761905,00",58.0,B,AV,2275,DES OSTREICULTEURS,33260.0,LA TESTE-DE-BUCH,FI,12,,0,1.0,Maison,,72.0,4.0,S,,58.0
3222,2021-06-12,Vente,"761905,00",,,,B362,PORT DE LA TESTE,33260.0,LA TESTE-DE-BUCH,FI,13,,0,,,,,,S,,21.0
3223,2021-06-12,Vente,"761905,00",58.0,B,AV,2275,DES OSTREICULTEURS,33260.0,LA TESTE-DE-BUCH,FI,14,,0,,,,,,S,,59.0
3224,2021-06-12,Vente,"761905,00",58.0,B,AV,2275,DES OSTREICULTEURS,33260.0,LA TESTE-DE-BUCH,FI,15,,0,,,,,,S,,184.0
3225,2021-07-01,Adjudication,"360800,00",63.0,,RUE,0820,DU COUTOUM,33260.0,LA TESTE-DE-BUCH,GD,23,,0,1.0,Maison,,111.0,4.0,S,,628.0
3226,2021-07-01,Vente,"445000,00",69.0,,RUE,2864,DE SECARY,33260.0,LA TESTE-DE-BUCH,GZ,8,,0,1.0,Maison,,117.0,5.0,S,,803.0
3227,2021-07-01,Vente,"445000,00",69.0,,RUE,2864,DE SECARY,33260.0,LA TESTE-DE-BUCH,GZ,8,,0,3.0,Dépendance,,0.0,0.0,S,,803.0
3228,2021-07-01,Vente,"357200,00",14.0,B,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,417,,0,1.0,Maison,,75.0,4.0,S,,596.0
3229,2021-07-04,Vente,"308084,00",38.0,,BD,0832,DE CUREPIPE,33260.0,LA TESTE-DE-BUCH,FN,297,,1,1.0,Maison,,59.0,3.0,,,
3230,2021-07-04,Vente,"265500,00",27.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,1.0,Maison,,84.0,4.0,,,
3231,2021-07-04,Vente,"364329,40",66.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,236,,1,1.0,Maison,,82.0,4.0,,,
3232,2021-07-04,Vente,"364329,40",66.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,236,,1,3.0,Dépendance,,0.0,0.0,,,
3233,2021-07-05,Vente,"1856,00",127.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BT,68,,0,3.0,Dépendance,,0.0,0.0,S,,73.0
3234,2021-07-05,Vente,"300000,00",1.0,,SQ,1168,FRANCOIS VILLON,33260.0,LA TESTE-DE-BUCH,GY,225,,0,4.0,Local industriel. commercial ou assimilé,,69.0,0.0,S,,338.0
3235,2021-07-05,Vente,"1856,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BT,69,,0,,,,,,AG,,1044.0
3236,2021-07-05,Vente,"1856,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BT,70,,0,,,,,,S,,476.0
3237,2021-07-05,Vente,"1856,00",127.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BT,68,,0,1.0,Maison,,181.0,9.0,S,,73.0
3238,2021-07-05,Vente,"300000,00",1.0,,SQ,1168,FRANCOIS VILLON,33260.0,LA TESTE-DE-BUCH,GY,225,,0,3.0,Dépendance,,0.0,0.0,S,,338.0
3239,2021-07-05,Vente,"300000,00",1.0,,SQ,1168,FRANCOIS VILLON,33260.0,LA TESTE-DE-BUCH,GY,225,,0,4.0,Local industriel. commercial ou assimilé,,25.0,0.0,S,,338.0
3240,2021-07-05,Vente,"707050,00",7.0,,RUE,0600,DU CAPTALAT,33260.0,LA TESTE-DE-BUCH,FR,467,,1,1.0,Maison,,151.0,4.0,,,
3241,2021-07-05,Vente,"170000,00",22.0,,RUE,0165,NICOLAS APPERT,33260.0,LA TESTE-DE-BUCH,HA,683,,1,4.0,Local industriel. commercial ou assimilé,,144.0,0.0,,,
3242,2021-07-06,Vente,"387240,00",23.0,,RUE,1164,FRANCOIS COLI,33260.0,LA TESTE-DE-BUCH,GO,16,,0,1.0,Maison,,88.0,4.0,S,,643.0
3243,2021-07-07,Vente,"319730,00",2.0,A,ALL,3703,DES PLATANES DE CASTERA,33260.0,LA TESTE-DE-BUCH,CR,1231,,0,1.0,Maison,,76.0,4.0,S,,130.0
3244,2021-07-07,Vente en l'état futur d'achèvement,"217000,00",1806.0,,,A028,HIPPODROME DU BECQUET,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,
3245,2021-07-07,Vente,"502253,00",44.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BR,60,,2,3.0,Dépendance,,0.0,0.0,,,
3246,2021-07-07,Vente en l'état futur d'achèvement,"217000,00",1806.0,,,A028,HIPPODROME DU BECQUET,33260.0,LA TESTE-DE-BUCH,GM,862,,1,,,,,,,,
3247,2021-07-07,Vente,"502253,00",44.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BR,60,,2,2.0,Appartement,,83.0,3.0,,,
3248,2021-07-07,Vente,"319730,00",,,ALL,3703,DES PLATANES DE CASTERA,33260.0,LA TESTE-DE-BUCH,CR,1234,,0,,,,,,S,,230.0
3249,2021-07-07,Vente,"319730,00",2.0,A,ALL,3703,DES PLATANES DE CASTERA,33260.0,LA TESTE-DE-BUCH,CR,1232,,0,,,,,,S,,211.0
3250,2021-07-07,Vente,"195000,00",41.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,89,,0,1.0,Maison,,55.0,3.0,S,,78.0
3251,2021-07-07,Vente,"447000,00",6103.0,,RTE,0610,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,187,,0,3.0,Dépendance,,0.0,0.0,S,,1039.0
3252,2021-07-07,Vente,"447000,00",6103.0,,RTE,0610,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,187,,0,1.0,Maison,,118.0,4.0,S,,1039.0
3253,2021-07-07,Vente,"502253,00",44.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BR,60,,2,3.0,Dépendance,,0.0,0.0,,,
3254,2021-07-07,Vente,"447000,00",6103.0,,RTE,0610,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,187,,0,3.0,Dépendance,,0.0,0.0,S,,1039.0
3255,2021-07-09,Vente,"547810,00",30.0,B,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,848,,0,1.0,Maison,,89.0,4.0,S,,383.0
3256,2021-07-09,Vente,"380000,00",18.0,,RUE,2875,DE LA SEOUBE,33260.0,LA TESTE-DE-BUCH,GM,809,,0,1.0,Maison,,84.0,5.0,S,,468.0
3257,2021-07-09,Vente,"445369,00",68.0,A,RUE,0150,ANDRE LESCA,33260.0,LA TESTE-DE-BUCH,FL,80,,0,1.0,Maison,,90.0,4.0,S,,224.0
3258,2021-07-09,Vente,"570000,00",1.0,,RUE,1306,HUBERT LATHAM,33260.0,LA TESTE-DE-BUCH,GO,38,,0,3.0,Dépendance,,0.0,0.0,S,,499.0
3259,2021-07-09,Vente,"570000,00",1.0,,RUE,1306,HUBERT LATHAM,33260.0,LA TESTE-DE-BUCH,GO,38,,0,1.0,Maison,,99.0,4.0,S,,499.0
3260,2021-07-10,Vente,"628000,00",9.0,,RUE,0903,DU DOMAINE DES DUNES,33260.0,LA TESTE-DE-BUCH,GH,387,,0,1.0,Maison,,113.0,4.0,S,,600.0
3261,2021-07-12,Vente,"441000,00",6.0,,AV,1515,HENRI DUNANT,33260.0,LA TESTE-DE-BUCH,GA,152,,0,3.0,Dépendance,,0.0,0.0,S,,488.0
3262,2021-07-12,Vente,"441000,00",6.0,,AV,1515,HENRI DUNANT,33260.0,LA TESTE-DE-BUCH,GA,152,,0,1.0,Maison,,78.0,5.0,S,,488.0
3263,2021-07-12,Vente,"428000,00",7.0,,SQ,2416,PIERRE RONSARD,33260.0,LA TESTE-DE-BUCH,GY,196,,0,1.0,Maison,,105.0,5.0,S,,359.0
3264,2021-08-01,Vente,"265000,00",9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,978,,1,1.0,Maison,,84.0,4.0,,,
3265,2021-08-01,Vente,"1749000,00",15.0,,AV,0910,DES DUNES PYLA,33115.0,LA TESTE-DE-BUCH,CD,393,,0,1.0,Maison,,158.0,5.0,S,,851.0
3266,2021-08-01,Vente,"230000,00",18.0,,RUE,0877,DU DOCTEUR ORFILA CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,598,,0,,,,,,AB,,630.0
3267,2021-08-01,Vente,"265000,00",12.0,B,ALL,1600,JEAN DAGROS CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,265,,0,1.0,Maison,,60.0,3.0,S,,337.0
3268,2021-08-02,Vente,"475000,00",57.0,,RUE,2290,DE L OUSTALET,33260.0,LA TESTE-DE-BUCH,GN,32,,0,1.0,Maison,,96.0,5.0,S,,818.0
3269,2021-08-03,Vente,"1800000,00",217.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,566,,0,1.0,Maison,,140.0,6.0,AG,,360.0
3270,2021-08-03,Vente en l'état futur d'achèvement,"315000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
3271,2021-08-03,Vente,"262300,00",9001.0,,CLOS,A378,DE LA CHENERAIE,33260.0,LA TESTE-DE-BUCH,GC,53,,1,2.0,Appartement,,71.0,3.0,,,
3272,2021-08-03,Vente,"262300,00",9001.0,,CLOS,A378,DE LA CHENERAIE,33260.0,LA TESTE-DE-BUCH,GC,53,,1,3.0,Dépendance,,0.0,0.0,,,
3273,2021-08-03,Vente,"262300,00",9001.0,,CLOS,A378,DE LA CHENERAIE,33260.0,LA TESTE-DE-BUCH,GC,53,,1,3.0,Dépendance,,0.0,0.0,,,
3274,2021-08-03,Vente en l'état futur d'achèvement,"315000,00",35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,328,,1,,,,,,,,
3275,2021-08-03,Vente,"1800000,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,165,,0,,,,,,AG,,498.0
3276,2021-08-03,Vente,"1800000,00",,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,165,,0,,,,,,S,,112.0
3277,2021-08-03,Vente,"1800000,00",217.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,566,,0,1.0,Maison,,140.0,6.0,S,,72.0
3278,2021-08-03,Vente,"1800000,00",217.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,565,,0,,,,,,T,,47.0
